attack_method,num_rows,breach_rate_pct,impact_mean
VMI_FGSM,324,40.74074074074074,0.1770967147192883
SI_NI_FGSM,528,33.14393939393939,0.1844690386174501
MI_FGSM,528,27.27272727272727,0.16768186594482906
MI_ADMIX_DI_TI,528,25.37878787878788,0.15584317615707122
TI_FGSM,528,21.59090909090909,0.1346652644291633
PGD,528,17.613636363636363,0.10525189778033615
