row_id,attacker,victim,attack_type,clean_sim,adv_sim,threshold,breach,impact
10,Facenet512,VGG-Face,dodging_attack,0.5039,0.2502,0.5,True,-0.2537
10,ArcFace,Facenet512,dodging_attack,0.7888,0.6733,0.5,False,-0.1155
10,ArcFace,GhostFaceNet,dodging_attack,0.4007,0.2536,0.5,True,-0.1471
10,ArcFace,VGG-Face,dodging_attack,0.5039,0.3647,0.5,True,-0.1392
10,GhostFaceNet,Facenet512,dodging_attack,0.7888,0.7313,0.5,False,-0.0575
10,GhostFaceNet,ArcFace,dodging_attack,0.5862,0.5152,0.5,False,-0.0711
10,GhostFaceNet,VGG-Face,dodging_attack,0.5039,0.391,0.5,True,-0.1129
10,VGG-Face,Facenet512,dodging_attack,0.7888,0.5468,0.5,False,-0.242
10,VGG-Face,ArcFace,dodging_attack,0.5862,0.4125,0.5,True,-0.1738
10,VGG-Face,GhostFaceNet,dodging_attack,0.4007,0.2382,0.5,True,-0.1624
11,Facenet512,ArcFace,dodging_attack,0.1998,0.1719,0.5,True,-0.0279
11,Facenet512,GhostFaceNet,dodging_attack,0.152,0.1279,0.5,True,-0.024
11,Facenet512,VGG-Face,dodging_attack,0.4585,0.2289,0.5,True,-0.2297
11,ArcFace,Facenet512,dodging_attack,0.7134,0.6808,0.5,False,-0.0326
11,ArcFace,GhostFaceNet,dodging_attack,0.152,0.1156,0.5,True,-0.0363
11,ArcFace,VGG-Face,dodging_attack,0.4585,0.3895,0.5,True,-0.069
11,GhostFaceNet,Facenet512,dodging_attack,0.7134,0.6219,0.5,False,-0.0915
11,GhostFaceNet,ArcFace,dodging_attack,0.1998,0.1688,0.5,True,-0.0311
11,GhostFaceNet,VGG-Face,dodging_attack,0.4585,0.3898,0.5,True,-0.0687
11,VGG-Face,Facenet512,dodging_attack,0.7134,0.3108,0.5,True,-0.4026
11,VGG-Face,ArcFace,dodging_attack,0.1998,0.1296,0.5,True,-0.0702
11,VGG-Face,GhostFaceNet,dodging_attack,0.152,0.1391,0.5,True,-0.0128
